Serial number;Method name;Last modification;Sample ID;Start time;End time;Weight [g];Titration duration [s];Start pH;End pH;Start temperature [°C];End temperature [°C];Zero point [pH];Slope [%];EQ1 [ml];EQ1 [pH];result [ml];Mean value 1 [ml];RSD 1 [%];Recalculation
10011279;pH titration NaOH;12/10/21 13:39:46;Probe;12/10/21 13:39:49;12/10/21 14:07:36;1.00000;1664.69;2.157;11.011;24.2;24.2;6.88;98.1;4.100;5.713;4.10 ;;
10011279;pH titration NaOH;12/15/21 10:33:18;Probe;12/15/21 10:33:21;12/15/21 11:46:33;1.00000;4385.91;2.666;11.020;24.2;24.2;6.88;98.1;13.467;7.528;13.47 ;;
10011279;pH titration NaOH;12/15/21 11:52:00;Probe;12/15/21 11:52:03;12/15/21 14:00:47;1.00000;7714.28;2.502;11.001;24.2;24.2;6.88;98.1;35.372;6.554;35.37 ;;
10011279;pH titration NaOH;12/15/21 15:35:45;Probe;12/15/21 15:35:48;12/15/21 16:57:00;1.00000;4865.21;2.375;11.001;24.2;24.2;6.88;98.1;25.482;7.410;25.48 ;;
10011279;pH titration NaOH;12/17/21 10:14:28;Probe;12/17/21 10:14:31;12/17/21 10:45:14;1.00000;1841.20;1.384;11.014;24.2;24.2;6.88;98.1;11.286;5.919;11.29 ;;
10011279;pH titration NaOH;12/17/21 11:17:42;Probe;12/17/21 11:17:45;12/17/21 11:45:41;1.00000;1673.61;1.427;11.019;24.2;24.2;6.88;98.1;10.397;7.065;10.40 ;10.84 ;
10011279;pH titration NaOH;12/17/21 12:51:38;Probe;12/17/21 12:51:41;12/17/21 13:47:34;1.00000;3349.17;2.130;11.004;24.2;24.2;6.88;98.1;18.072;7.201;18.07 ;;
10011279;pH titration NaOH;12/17/21 14:41:07;Probe;12/17/21 14:41:10;12/17/21 15:28:55;1.00000;2861.12;1.195;5.845;24.2;24.2;6.88;98.1;25.030;5.172;25.03 ;;
10011279;pH titration NaOH;03/22/22 11:32:03;Probe;03/22/22 11:32:06;03/22/22 12:05:17;1.00000;1988.03;2.045;11.005;24.2;24.2;6.88;98.1;4.896;5.759;4.90 ;;
10011279;pH titration NaOH;03/22/22 12:43:24;Probe;03/22/22 12:43:27;03/22/22 13:35:14;1.00000;3102.46;2.164;11.003;24.2;24.2;6.88;98.1;8.184;6.544;8.18 ;;
